idx	cutoff_idx
197	[3]
198	[14, 18]
199	[24, 12, 13]
200	[16, 8, 26]
201	[33, 18, 7, 5, 20]
202	[18, 15, 28]
203	[9, 6]
204	[1, 23, 5]
205	[21, 18]
206	[7, 22, 25]
207	[13, 14, 34]
208	[13]
209	[4, 12]
210	[6, 3]
211	[38, 35, 11, 7, 3, 32]
212	[4, 12]
213	[5, 11, 10]
214	[13, 12, 14]
215	[63, 53, 54, 14, 39, 62, 61, 38]
216	[8, 17]
217	[13, 20, 10, 31]
218	[12, 22]
219	[27, 25, 4]
220	[14, 15]
221	[17, 25, 13]
222	[16, 4, 28, 14]
223	[21, 5]
224	[20, 4, 12]
225	[10, 5]
226	[39, 64, 19, 28, 27, 5, 2]
227	[9, 3]
228	[24, 15]
229	[1, 12]
230	[37, 35, 33, 14, 24]
231	[23, 15, 26]
232	[69, 44, 7, 13, 70, 49, 27, 6]
233	[25, 23, 13]
234	[19, 9, 15]
235	[23, 22]
236	[20, 10]
237	[15, 14, 12]
238	[16, 19, 18]
239	[36, 48, 7, 55, 16, 17]
240	[17, 3, 29]
241	[15, 13]
242	[5, 16]
243	[11, 20]
244	[6, 11]
245	[14]
246	[15, 17]
247	[20, 21, 10]
248	[16, 1]
249	[16, 25]
250	[1, 11]
251	[25, 9, 26]
252	[2]
253	[22, 41, 32, 24]
254	[1, 3]
255	[22, 21, 5]
256	[31, 13, 11]
257	[33, 26, 23, 18]
258	[3, 14, 12, 34]
259	[22, 14, 18]
260	[23, 13]
261	[43, 16, 17, 18]
262	[9, 3]
263	[24, 16]
264	[27, 15, 17]
265	[23, 24, 27]
266	[15, 27, 17]
267	[18, 16, 28, 9]
268	[5, 20, 25, 28]
269	[47, 32, 26, 21, 5, 27, 25]
270	[4, 20, 27, 34]
271	[19, 15, 18]
272	[16, 23, 5]
273	[6, 22, 24]
274	[17, 29, 12]
275	[15, 4, 11]
276	[20, 17, 27, 16]
277	[27, 8, 17]
278	[5]
279	[13, 38, 16, 34]
280	[6, 13]
281	[27, 3, 34, 9]
282	[29, 1, 24]
283	[22, 23]
284	[22, 5, 36, 7]
285	[7, 16, 6]
286	[49, 69, 54, 75, 41, 79, 52, 40]
287	[45, 44, 26, 4, 42]
288	[4, 17, 22]
289	[7, 9, 8, 29]
290	[16]
291	[1, 59, 38, 54, 33, 36]
292	[27, 20, 5, 28]
293	[3, 12, 4]
294	[7, 22, 24]
295	[28, 15, 10]
296	[13, 14]
297	[59, 32, 58, 5, 31, 4]
298	[19, 21, 5]
299	[42, 66, 46, 47, 6, 72, 63]
300	[24, 7, 9]
301	[15, 2, 30, 27]
302	[45, 39, 33, 6, 18]
303	[17, 26, 9]
304	[5, 13, 25]
305	[18, 12, 14]
306	[24, 38, 33, 23]
307	[11, 21, 18]
308	[4, 22, 21]
309	[5, 53, 34, 11, 12, 60, 37, 62]
310	[44, 51, 69, 55, 24, 38, 13, 36]
311	[20, 7]
312	[4, 20, 30]
313	[11, 14]
314	[12, 20, 34]
315	[12, 14, 26]
316	[19, 20]
317	[38, 17, 1, 27]
318	[5, 14, 12]
319	[20, 16, 31]
320	[14, 26, 18, 19, 25, 13, 43]
321	[12, 9, 15]
322	[28, 16, 18]
323	[34, 12, 28]
324	[16, 11, 35, 37, 34, 15]
325	[20, 29, 3]
326	[22, 14, 7]
327	[24, 14, 23, 22]
328	[22, 17, 27, 39]
329	[13, 16, 38, 4]
330	[10, 38, 11, 16]
331	[13, 25, 26, 40]
332	[17, 36, 2]
333	[21, 7, 32]
334	[14, 24, 6]
335	[20, 4, 12]
336	[2, 1, 28]
337	[25, 9, 23, 39, 27]
338	[10, 22]
339	[31, 20, 19]
340	[28, 7, 4, 47, 63, 8, 24]
341	[25, 3, 28, 2]
342	[13, 11]
343	[11, 24]
344	[17, 54, 33, 16, 40, 12]
345	[15, 21, 26, 14, 9]
346	[28, 25, 9]
347	[25, 22]
348	[28, 16, 39, 4]
349	[14, 16, 17]
350	[7, 33, 22, 18, 21]
351	[13, 1]
352	[44, 45, 6, 43, 31, 62, 5]
353	[15, 2]
354	[18, 1]
355	[17, 16]
356	[2, 18]
357	[1, 21, 29]
358	[17, 13, 36, 40]
359	[3, 6]
360	[5, 4]
361	[17, 18, 19]
362	[11, 1]
363	[24, 37, 27, 26]
364	[36, 37, 26, 35, 68, 29, 64]
365	[23, 24, 32]
366	[8, 9]
367	[6]
368	[37, 42, 5, 21]
369	[9]
370	[26, 17]
371	[31, 11, 10]
372	[18, 14, 42, 45, 19, 25]
373	[3, 1, 19, 2]
374	[13, 21]
375	[33, 19, 4, 23]
376	[9, 22, 11]
377	[19, 28, 17]
378	[26, 17, 18]
379	[47, 41, 40, 52, 24]
380	[23, 24, 80, 17, 63, 73, 19, 27]
381	[13, 14]
382	[11, 12]
383	[17, 15]
384	[20, 47, 49, 40, 9]
385	[17, 7, 20]
386	[16, 20, 18]
387	[18, 25, 9]
388	[17, 11, 9]
389	[21, 27, 28, 11]
390	[6, 4]
391	[26, 11, 8]
392	[19, 23, 20, 35]
393	[10, 28, 17]
394	[15, 14, 30]
395	[20, 19, 36]
396	[19, 29, 24, 32, 33, 48, 16]
397	[12, 5, 8]
398	[7, 1, 13]
399	[22, 38, 14, 3]
400	[19, 12, 9]
401	[25, 11, 9]
402	[5, 9, 20]
403	[24, 5]
404	[16, 9]
405	[36, 9, 17, 8]
406	[13, 16, 35]
407	[2]
408	[20, 9]
409	[39, 28, 67, 24, 23, 38, 62]
410	[27, 16, 15]
411	[13, 11]
412	[18, 5, 14]
413	[14, 15, 16]
414	[51, 44, 24, 21, 22, 32, 38, 69]
415	[15, 22, 20]
416	[42, 28, 25, 12, 32]
417	[22, 13]
418	[20, 19, 18]
419	[19, 9, 8]
420	[3, 7]
421	[7, 19]
422	[7, 12, 26]
423	[24, 13, 20, 8]
424	[9, 28, 26, 20]
425	[7, 29, 14]
426	[29, 45, 23, 26]
427	[9, 21]
428	[11, 12]
429	[56, 46, 50, 40, 89, 36, 60, 21, 93, 52]
430	[3, 17]
431	[4, 28, 47, 61, 50, 53, 39]
432	[24, 5, 31]
433	[10, 17, 23, 26, 36]
434	[10, 1]
435	[10, 18]
436	[13]
437	[24, 19, 14]
438	[7, 12, 17]
439	[24, 13, 25]
440	[32, 15, 30]
441	[15, 32, 18]
442	[10, 4]
443	[6, 3]
444	[5, 14]
445	[53, 12, 51, 74, 45, 43, 54, 34]
446	[24, 27, 19, 30]
447	[24, 36, 47, 51, 44]
448	[14, 41, 38, 17, 44]
449	[12, 19]
450	[10, 6]
451	[16, 20, 28]
452	[61, 49, 37, 15, 46, 48, 70]
453	[5, 9]
454	[1, 23]
455	[26, 25, 20]
456	[64, 61, 12, 23, 54, 60]
457	[13, 7]
458	[6, 16, 5]
459	[13, 40, 69, 14, 3, 51, 61]
460	[5, 10, 22]
461	[5, 4]
462	[40, 21, 1, 26]
463	[7, 6]
464	[43, 33, 5, 45, 23, 31, 47]
465	[9, 3]
466	[23, 16]
467	[4, 17, 25]
468	[12, 10]
469	[29, 30, 16, 26]
470	[6, 13]
471	[8, 4]
472	[4, 28, 11, 39, 12, 7]
473	[14, 13]
474	[20, 21]
475	[21, 11, 17]
476	[4, 19, 17]
477	[9, 4, 14]
478	[28, 10, 26]
479	[13, 24, 12]
480	[7, 1]
481	[12, 11]
482	[21, 25]
483	[5, 20, 21, 17, 18]
484	[2, 25]
485	[53, 55, 18, 5, 23, 34]
486	[16, 20, 28, 29]
487	[23, 63, 43, 44, 49, 27]
488	[24, 13, 21, 20]
489	[19, 5]
490	[18, 10, 1]
491	[18, 40, 34, 42, 20, 57]
492	[19, 18, 23, 20]
493	[15, 20, 28]
494	[10, 20]
495	[13, 25, 68, 36, 14, 1, 2, 69, 24]
496	[32, 36, 3, 14, 7, 15]
497	[15, 1]
498	[6, 14, 20]
499	[29, 12, 14]
500	[21, 15, 37, 31]
501	[5, 16]
502	[10, 9]
503	[3, 20]
504	[9, 46, 19, 71, 32, 64, 40]
505	[28, 26, 17, 1]
506	[9, 10]
507	[12, 3]
508	[11, 25, 66, 32, 89, 17, 26, 52, 72]
509	[4, 6]
510	[33, 12, 31]
511	[24, 27, 6, 47, 53, 4, 38]
512	[26, 5, 8]
513	[12, 14]
514	[4, 16, 6]
515	[11, 2]
516	[14, 27, 12]
517	[18, 19, 15]
518	[4, 16]
519	[35, 13, 36, 38]
520	[20, 5]
521	[26, 24, 22, 1]
522	[20, 7, 16]
523	[22, 4]
524	[15, 30, 7]
525	[5, 12]
526	[17, 30, 15]
527	[2, 16, 8]
528	[3, 10, 26, 7]
529	[15, 36, 3]
530	[6, 16]
531	[34, 49, 85, 46, 78, 62, 68, 32]
532	[20, 8, 35, 13]
533	[5, 26, 8]
534	[8, 6]
535	[13, 11, 12]
536	[16, 37, 51, 21, 33, 3]
537	[8, 11]
538	[8, 5]
539	[42, 18, 41, 39, 19, 49]
540	[13, 4]
541	[17, 28, 34]
542	[21, 1, 29]
543	[11, 5]
544	[24, 10]
545	[14, 17, 7, 19, 51, 13]
546	[24, 33, 17]
547	[29, 11, 12, 4]
548	[18, 8]
549	[53, 78, 41, 11, 33, 10, 72, 1]
550	[3]
551	[2, 17, 24, 33, 19, 60, 1]
552	[22, 8]
553	[11, 12]
554	[10, 26, 17]
555	[8, 3, 11]
556	[10, 6]
557	[15, 2]
558	[17, 20, 32, 41, 50, 30]
559	[15, 13, 1]
560	[6, 1, 5]
561	[18, 7, 16]
562	[5, 3, 9]
563	[11, 21, 3, 20]
564	[14, 8, 7]
