idx	cutoff_idx
615	[15, 18]
616	[10, 9, 23]
617	[21, 8, 22]
618	[2]
619	[17]
620	[2]
621	[2]
622	[5]
623	[10]
624	[4]
625	[3]
626	[2]
627	[12]
628	[4]
629	[2]
630	[9]
631	[1]
632	[1]
633	[3]
634	[2]
635	[23, 19]
636	[18, 20]
637	[2]
638	[13]
639	[16, 15, 24]
640	[2]
641	[1]
642	[4, 23]
643	[4]
644	[5]
645	[12]
646	[1]
647	[2]
648	[7]
649	[12]
650	[3, 8]
651	[1]
652	[4]
653	[3]
654	[3]
655	[2]
656	[4, 15, 13]
657	[13]
658	[2]
659	[7]
660	[3]
661	[5]
662	[7]
663	[2]
664	[7]
665	[11, 14]
666	[4]
667	[4]
668	[8]
669	[6]
670	[3]
671	[3]
672	[7]
673	[4]
674	[31, 22, 33, 29, 38]
675	[12, 27, 15]
676	[6]
677	[9]
678	[11]
679	[20, 16, 9]
680	[1]
681	[6, 9]
682	[9]
683	[8]
684	[1]
685	[17, 5]
686	[17]
687	[2]
688	[1]
689	[16, 11]
690	[5]
691	[5]
692	[9, 7]
693	[14, 18, 16, 29]
694	[3]
695	[8]
696	[2, 3]
697	[5, 20, 2]
698	[3]
699	[7, 14]
700	[10]
701	[14, 4]
702	[27, 23, 30]
703	[1]
704	[7]
705	[14, 13, 10]
706	[10]
707	[5]
708	[5]
709	[4]
710	[5]
711	[4]
712	[17, 3, 5]
713	[9]
714	[4]
715	[2]
716	[18, 16]
717	[4]
718	[1]
719	[4]
720	[5]
721	[1]
722	[24, 23]
723	[3]
724	[4]
725	[7]
726	[9]
727	[2]
728	[4]
729	[6, 1]
730	[2]
731	[7]
732	[2]
733	[3]
734	[2]
735	[6]
736	[8]
737	[2]
738	[3]
739	[2, 5, 39, 24]
740	[4]
741	[4]
742	[1]
743	[5]
744	[14, 12]
745	[29, 28, 3, 5]
746	[44, 43, 38, 13]
747	[2]
748	[29, 25, 27, 23]
749	[6]
750	[5]
751	[12, 13]
752	[5]
753	[5]
754	[5]
755	[5]
756	[9]
757	[5]
758	[8]
759	[3]
760	[2]
761	[12, 8]
762	[2]
763	[9]
764	[2]
765	[1]
766	[13]
767	[3]
768	[2]
769	[2]
770	[19, 17]
771	[18, 14]
772	[6]
773	[5]
774	[6]
775	[8]
776	[5]
777	[8, 13]
778	[7]
779	[27, 18]
780	[5]
781	[6]
782	[1]
783	[3]
784	[2]
785	[9]
786	[3]
787	[2]
788	[7]
789	[1]
790	[1]
791	[2]
792	[1]
793	[4]
794	[5]
795	[7]
796	[5]
797	[3]
798	[20, 3]
799	[20, 3]
800	[5]
801	[2]
802	[7]
803	[3]
804	[2]
805	[16, 2]
806	[1]
807	[2]
808	[1]
809	[8, 5]
810	[5]
811	[7]
812	[5]
813	[9]
814	[8]
815	[12]
816	[3]
817	[3]
818	[4]
819	[14, 15]
820	[17]
821	[6]
822	[2]
823	[2]
824	[7]
825	[6, 1]
826	[2]
827	[2]
828	[13, 14, 25]
829	[12]
830	[16, 3]
831	[2]
832	[5]
833	[2]
834	[6]
835	[3]
836	[1]
837	[11]
838	[1]
839	[8]
840	[2]
841	[21, 12, 24]
842	[1]
843	[31, 32, 3]
844	[2]
845	[7, 10]
846	[3]
847	[14, 27, 8, 32]
848	[8, 26]
849	[5]
850	[1]
851	[31, 17, 18]
852	[3]
853	[4]
854	[2]
855	[2, 1]
856	[4]
857	[3]
858	[1]
859	[9]
860	[3]
861	[7, 13, 8, 21]
862	[6]
863	[1]
864	[3]
865	[2]
866	[1]
867	[10, 25, 4]
868	[8]
869	[5]
870	[1]
871	[9]
872	[8]
873	[7]
874	[2]
875	[1]
876	[5]
877	[3]
878	[3]
879	[22, 8]
880	[4]
881	[17]
882	[4]
883	[5]
884	[23, 27, 21]
885	[25, 22, 9]
886	[4]
887	[1]
888	[5]
889	[8]
890	[1]
891	[7]
892	[3]
893	[4]
894	[1]
895	[6]
896	[4]
897	[3]
898	[5]
899	[11]
900	[1]
901	[2]
902	[3]
903	[6]
904	[1]
905	[3]
906	[7]
907	[7]
908	[14, 31, 12, 16, 4]
909	[6]
910	[11, 7, 5]
911	[39, 31, 33, 40]
912	[23, 15]
913	[7]
914	[2]
915	[2]
916	[7]
917	[8]
918	[5]
919	[9]
920	[15, 10]
921	[3]
922	[1]
923	[5]
924	[2]
925	[8]
926	[8]
927	[15]
928	[14, 12]
929	[12]
930	[5]
931	[5, 38, 14, 6]
932	[3]
933	[7]
934	[5]
935	[32, 33, 34]
936	[13]
937	[13]
938	[3]
939	[4]
940	[1]
941	[1]
942	[2]
943	[7]
944	[6]
945	[3]
946	[5]
947	[25, 10, 16]
948	[12, 8]
949	[1]
950	[9]
951	[6]
952	[4]
953	[6]
954	[2]
955	[2]
956	[1]
957	[3]
958	[28, 25, 18]
959	[15]
960	[28, 12, 9]
961	[2]
962	[2]
963	[1]
964	[5]
965	[2]
966	[1]
967	[19, 11, 20]
968	[2]
969	[40, 13, 17, 41]
970	[2]
971	[10, 3]
972	[2]
973	[14]
974	[7]
975	[8, 1]
976	[9]
977	[8]
978	[7]
979	[23, 22, 24]
980	[15, 18]
981	[4, 15]
982	[21, 13]
983	[6]
984	[15, 18]
985	[8]
986	[2]
987	[1]
988	[1]
989	[1]
990	[9]
991	[3]
992	[4]
993	[2]
994	[1]
995	[14]
996	[4, 13]
997	[1]
998	[4]
999	[5]
1000	[4]
1001	[13]
1002	[12, 14]
1003	[14]
1004	[8]
1005	[4]
1006	[5]
1007	[17]
1008	[26, 22, 24]
1009	[28, 22, 10, 13]
1010	[1]
1011	[1]
1012	[2]
1013	[18, 19]
1014	[8]
1015	[3]
1016	[7]
1017	[3]
1018	[1]
1019	[5]
1020	[4]
1021	[5]
1022	[8]
1023	[16, 19, 14]
1024	[7]
1025	[10]
1026	[2]
1027	[5]
1028	[7]
1029	[2]
1030	[15, 19, 18]
1031	[16, 14]
1032	[26, 21, 27]
1033	[1]
1034	[6]
1035	[5]
1036	[5]
1037	[5]
1038	[3]
1039	[9]
1040	[18, 17]
1041	[2]
1042	[11]
1043	[2]
1044	[3]
1045	[7, 26]
1046	[2]
1047	[5]
1048	[6]
1049	[1]
1050	[7]
1051	[2]
1052	[2]
1053	[2]
1054	[16, 15]
1055	[2]
1056	[9]
1057	[2]
1058	[12]
1059	[1]
1060	[1]
1061	[5]
1062	[1]
1063	[6]
1064	[15, 10]
1065	[2]
1066	[7, 6, 5]
1067	[4]
1068	[15, 11, 7]
1069	[7]
1070	[18, 12, 34]
1071	[1]
1072	[1]
1073	[5]
1074	[2]
1075	[2]
1076	[39, 33, 42, 41]
1077	[10, 3]
1078	[8, 2]
1079	[2]
1080	[8]
1081	[8]
1082	[4]
1083	[2]
1084	[9]
1085	[3]
1086	[6]
1087	[2]
1088	[2]
1089	[10, 15, 22]
1090	[4]
1091	[2]
1092	[18, 21, 5]
1093	[1]
1094	[3]
1095	[4]
1096	[9, 5]
1097	[5]
1098	[4]
1099	[2]
1100	[6]
1101	[4]
1102	[3]
1103	[16, 15]
1104	[4]
1105	[2]
1106	[5]
1107	[13]
1108	[5]
1109	[7, 9]
1110	[5, 12]
1111	[2]
1112	[5]
1113	[3]
1114	[9]
1115	[18, 19]
1116	[12, 23, 27]
1117	[2]
1118	[1]
1119	[17, 16]
1120	[6]
1121	[10]
1122	[35, 15, 23, 22]
1123	[5]
1124	[3]
1125	[6, 15]
1126	[18, 5]
1127	[20, 30, 25]
1128	[3]
1129	[1]
1130	[6]
1131	[5]
1132	[7]
1133	[1]
1134	[19, 20]
1135	[4]
1136	[18, 17]
1137	[8]
1138	[4]
1139	[5]
1140	[3]
1141	[2]
1142	[1]
1143	[2]
1144	[3]
1145	[9]
1146	[4]
1147	[2]
1148	[17, 19]
1149	[2]
1150	[11]
1151	[7]
1152	[8]
1153	[3]
1154	[3]
1155	[4, 16, 25]
1156	[2]
1157	[15]
1158	[37, 24, 14, 35]
1159	[5]
1160	[32, 31, 30, 1]
1161	[2]
1162	[5]
1163	[3]
1164	[2]
1165	[8, 12]
1166	[2]
1167	[13]
1168	[1]
1169	[26, 28, 15, 22]
1170	[3]
1171	[3]
1172	[1]
1173	[1]
1174	[4, 18, 22]
1175	[2]
1176	[4]
1177	[18, 13]
1178	[10]
1179	[9, 23]
1180	[9]
1181	[10, 9, 11]
1182	[28, 1, 13]
1183	[3]
1184	[11]
1185	[3]
1186	[8]
1187	[2]
1188	[12, 16]
1189	[3]
1190	[10, 11, 32]
1191	[9]
1192	[11]
1193	[7]
1194	[2]
1195	[1]
1196	[4]
1197	[5]
1198	[25, 6, 8]
1199	[2]
1200	[7]
1201	[5]
1202	[1]
1203	[5]
1204	[8, 12]
1205	[2]
1206	[5]
1207	[12]
1208	[1]
1209	[8]
1210	[8]
1211	[4]
1212	[1]
1213	[3]
1214	[3]
1215	[22, 11]
1216	[5, 7]
1217	[2]
1218	[1]
1219	[7]
1220	[17, 15]
1221	[12]
1222	[1]
1223	[30, 28, 8]
1224	[7]
1225	[4]
1226	[2]
1227	[5]
1228	[3]
1229	[12]
1230	[4]
1231	[1]
1232	[2]
1233	[2]
1234	[9]
1235	[6]
1236	[8]
1237	[8]
1238	[5]
1239	[30, 23, 34]
1240	[18, 30, 5, 21]
1241	[2]
1242	[12]
1243	[30, 4, 14, 10]
1244	[13, 15]
1245	[16]
1246	[5]
1247	[3]
1248	[7]
1249	[5]
1250	[1]
1251	[1]
1252	[11, 21]
1253	[25, 26, 2]
1254	[3]
1255	[14]
1256	[23, 6]
1257	[11]
1258	[22, 28, 23]
1259	[1]
1260	[1]
1261	[3]
1262	[17, 25, 29]
1263	[15]
1264	[6]
1265	[7]
1266	[1]
1267	[2]
1268	[3]
1269	[2]
1270	[4]
1271	[14]
1272	[2]
1273	[2]
1274	[13]
1275	[1]
1276	[2]
1277	[3]
1278	[9, 3]
1279	[18, 17, 12]
1280	[1]
1281	[4]
1282	[33, 3, 38, 37]
1283	[9]
1284	[7, 12]
1285	[2]
1286	[4]
1287	[6]
1288	[39, 20, 23, 38]
1289	[1]
1290	[9]
1291	[1]
1292	[4]
1293	[1]
1294	[5]
1295	[14, 13]
1296	[1]
1297	[1]
1298	[3]
1299	[2]
1300	[4]
1301	[3]
1302	[2]
1303	[2]
1304	[2]
1305	[3]
1306	[7]
1307	[2]
1308	[1]
1309	[6]
1310	[2]
1311	[2]
1312	[4]
1313	[1]
1314	[1]
1315	[18, 4]
1316	[3]
1317	[6]
1318	[14]
1319	[6]
1320	[7]
1321	[4]
1322	[12]
1323	[3]
1324	[26, 28, 6]
1325	[6]
1326	[5]
1327	[1]
1328	[1]
1329	[2]
1330	[2]
1331	[3]
1332	[7]
1333	[4]
1334	[4]
1335	[20, 9, 1]
1336	[1]
1337	[2]
1338	[7]
1339	[1]
1340	[7]
1341	[10, 18]
1342	[4]
1343	[7]
1344	[6]
1345	[7]
1346	[1]
1347	[8]
1348	[2]
1349	[2]
1350	[3]
1351	[22, 15]
1352	[6]
1353	[3]
1354	[5]
1355	[2]
1356	[2]
1357	[2]
1358	[14]
1359	[6]
1360	[1]
1361	[3]
1362	[4]
1363	[1]
1364	[2]
1365	[5]
1366	[7]
1367	[4]
1368	[15]
1369	[17, 19, 32]
1370	[3]
1371	[6]
1372	[8]
1373	[1]
1374	[3]
1375	[4]
1376	[1]
1377	[1]
1378	[1]
1379	[2]
1380	[3]
1381	[1]
1382	[1]
1383	[3]
1384	[5]
1385	[4]
1386	[15, 19]
1387	[1]
1388	[6]
1389	[25, 8, 28]
1390	[3]
1391	[7]
1392	[13]
1393	[23, 27, 2]
1394	[16, 15]
1395	[7]
1396	[2]
1397	[7]
1398	[27, 25, 35, 24]
1399	[1]
1400	[8]
1401	[9, 14]
1402	[5]
1403	[4]
1404	[2, 20]
1405	[5, 9]
1406	[3]
1407	[9]
1408	[1]
1409	[7]
1410	[9, 28, 10]
1411	[17, 7]
1412	[1]
1413	[2]
1414	[2]
1415	[5]
1416	[15]
1417	[1]
1418	[11, 27, 14]
1419	[1]
1420	[2]
1421	[1]
1422	[8]
1423	[11]
1424	[23, 19, 7]
1425	[2]
1426	[1]
1427	[2]
1428	[6]
1429	[2]
1430	[9]
1431	[2]
1432	[7, 16]
1433	[2]
1434	[6]
1435	[8]
1436	[5]
1437	[6]
1438	[1]
1439	[9, 6]
1440	[7]
1441	[8]
1442	[1]
1443	[1]
1444	[2]
1445	[20, 19]
1446	[3]
1447	[2]
1448	[5]
1449	[3]
1450	[6]
1451	[12]
1452	[18, 13]
1453	[15, 10]
1454	[2]
1455	[4]
1456	[4, 14]
1457	[1]
1458	[4]
1459	[1]
1460	[10]
1461	[9]
1462	[3]
1463	[3]
1464	[5]
1465	[5]
1466	[8]
1467	[1]
1468	[2]
1469	[3]
1470	[12, 7, 13]
1471	[1]
1472	[20, 14]
1473	[4]
1474	[4]
1475	[2]
1476	[7]
1477	[2]
1478	[18, 11]
1479	[12, 7]
1480	[1]
1481	[9]
1482	[2]
1483	[1]
1484	[2]
1485	[15, 16]
1486	[6]
1487	[11]
1488	[8]
1489	[2]
1490	[2]
1491	[5]
1492	[4]
1493	[8]
1494	[3]
1495	[4]
1496	[2]
1497	[2]
1498	[25, 32, 27, 23]
1499	[26, 6, 36]
1500	[13]
1501	[1]
1502	[5]
1503	[7]
1504	[8]
1505	[4]
1506	[10]
1507	[7]
1508	[4]
1509	[11]
1510	[23, 19]
1511	[2]
1512	[5]
1513	[4]
1514	[20, 19]
1515	[1]
1516	[5, 17]
1517	[14]
1518	[20, 19, 27]
1519	[2]
1520	[1]
1521	[9]
1522	[2]
1523	[7]
1524	[2]
1525	[8]
1526	[13]
1527	[3]
1528	[10, 5]
1529	[28, 30, 26, 23]
1530	[6]
1531	[1]
1532	[8]
1533	[26, 22, 30, 17]
1534	[20, 19]
1535	[5]
1536	[2]
1537	[10]
1538	[6]
1539	[3]
1540	[9]
1541	[1]
1542	[15]
1543	[1]
1544	[4]
1545	[10, 1]
1546	[1]
1547	[16, 14]
1548	[3]
1549	[22, 12]
1550	[23, 29, 28]
1551	[5]
1552	[38, 40, 24, 14]
1553	[2]
1554	[16, 11, 24]
1555	[12, 10]
1556	[7]
1557	[9]
1558	[7]
1559	[7]
1560	[6]
1561	[14]
1562	[17, 48, 20, 8, 16]
1563	[3]
1564	[2]
1565	[27, 26, 16]
1566	[11]
1567	[9]
1568	[8]
1569	[4]
1570	[1]
1571	[1]
1572	[1]
1573	[3]
1574	[7]
1575	[3]
1576	[5]
1577	[6]
1578	[7]
1579	[2]
1580	[11]
1581	[1]
1582	[19, 21]
1583	[4]
1584	[1]
1585	[4]
1586	[6]
1587	[16, 10]
1588	[1]
1589	[7]
1590	[6]
1591	[4]
1592	[9]
1593	[6]
1594	[1]
1595	[8]
1596	[2]
1597	[1]
1598	[8]
1599	[2]
1600	[3]
1601	[2]
1602	[2]
1603	[5]
1604	[1]
1605	[6]
1606	[9]
1607	[4]
1608	[4]
1609	[2]
1610	[2]
1611	[2]
1612	[3]
1613	[5]
1614	[11]
1615	[3]
1616	[5]
1617	[1]
1618	[23, 2]
1619	[5, 2]
1620	[2]
1621	[1]
1622	[31, 36, 32, 20, 45]
1623	[3]
1624	[7]
1625	[6]
1626	[13]
1627	[15, 22, 13]
1628	[2]
1629	[2]
1630	[7]
1631	[8]
1632	[2]
1633	[1, 2]
1634	[13]
1635	[4]
1636	[5]
1637	[8]
1638	[6]
1639	[13]
1640	[15]
1641	[3]
1642	[15]
1643	[7]
1644	[2]
1645	[2]
1646	[1]
1647	[2]
1648	[5]
1649	[4]
1650	[8]
1651	[4]
1652	[1]
1653	[1]
1654	[6]
1655	[4]
1656	[16]
1657	[26, 27, 7]
1658	[10]
1659	[1]
1660	[2]
1661	[9]
1662	[3]
1663	[17, 23]
1664	[2]
1665	[7, 21]
1666	[15, 17]
1667	[15, 18]
1668	[5]
1669	[24, 9]
1670	[4]
1671	[2]
1672	[20, 24]
1673	[12]
1674	[2]
1675	[2]
1676	[8]
1677	[6]
1678	[3]
1679	[8]
1680	[13]
1681	[1]
1682	[10, 11]
1683	[1]
1684	[3]
1685	[1]
1686	[16, 13]
1687	[5]
1688	[2]
1689	[4]
1690	[5]
1691	[5]
1692	[1]
1693	[1]
1694	[21, 8]
1695	[6]
1696	[8]
1697	[2]
1698	[7]
1699	[1]
1700	[9]
1701	[2]
1702	[9, 14, 12]
1703	[5, 8]
1704	[16]
1705	[6]
1706	[12]
1707	[27, 14, 26]
1708	[11]
1709	[6]
1710	[9]
1711	[15]
1712	[1]
1713	[16, 23, 24, 40]
1714	[3]
1715	[1]
1716	[4]
1717	[2]
1718	[2]
1719	[25, 33, 18]
1720	[1]
1721	[2]
1722	[7]
1723	[11, 7]
1724	[4]
1725	[7]
1726	[4, 5]
1727	[3]
1728	[5]
1729	[11]
1730	[3]
1731	[4]
1732	[1]
1733	[3]
1734	[2]
1735	[4]
1736	[4]
1737	[14]
1738	[14, 18]
1739	[3]
1740	[2]
1741	[9]
1742	[3]
1743	[18, 14]
1744	[22, 23]
1745	[16, 6]
1746	[6]
1747	[1]
1748	[8, 18, 28]
1749	[13]
1750	[6]
1751	[1]
1752	[4]
1753	[11]
1754	[3]
1755	[2]
1756	[3]
1757	[10]
1758	[1]
1759	[11]
1760	[6]
1761	[12]
1762	[1]
1763	[6]
1764	[16]
1765	[2]
1766	[3]
1767	[3]
1768	[1]
1769	[2]
1770	[1]
1771	[6]
1772	[3]
1773	[1, 14]
1774	[3]
1775	[6]
1776	[12, 2]
1777	[2]
1778	[11, 20]
1779	[2]
1780	[7]
1781	[1]
1782	[1]
1783	[11]
1784	[12, 24]
1785	[4]
1786	[10]
1787	[18, 22, 11]
1788	[2]
1789	[6]
1790	[19, 14]
1791	[6]
1792	[6]
1793	[9, 25]
1794	[15]
1795	[9]
1796	[9]
1797	[7]
1798	[3]
1799	[19, 17, 5]
1800	[2]
1801	[6]
1802	[3]
1803	[5]
1804	[18, 19]
1805	[5, 7]
1806	[5]
1807	[6]
1808	[3]
1809	[4]
1810	[9]
1811	[2]
1812	[3]
1813	[4]
1814	[3]
1815	[6]
1816	[9]
1817	[3]
1818	[2]
1819	[3]
1820	[25, 14, 27]
1821	[4]
1822	[4]
1823	[1]
1824	[2]
1825	[1]
1826	[1]
1827	[3]
1828	[6]
1829	[5]
1830	[3]
1831	[7, 5]
1832	[4]
1833	[1]
1834	[25, 34, 35, 26]
1835	[2]
1836	[2]
1837	[5]
1838	[13]
1839	[19, 14]
1840	[2]
1841	[3]
1842	[5]
1843	[1]
1844	[13, 24, 5]
1845	[9]
1846	[5]
1847	[4]
1848	[2]
1849	[5]
1850	[1]
1851	[2, 7]
1852	[1]
1853	[4]
1854	[4]
1855	[1]
1856	[6, 12]
1857	[8, 16]
1858	[4]
1859	[13, 7]
1860	[2]
1861	[3]
1862	[4]
1863	[4]
1864	[10]
1865	[1]
1866	[1]
1867	[11, 16]
1868	[6]
1869	[17, 22]
1870	[4, 3]
1871	[4]
1872	[7]
1873	[3]
1874	[10, 8]
1875	[11]
1876	[16, 8]
1877	[3]
1878	[17]
1879	[2]
1880	[5, 3]
1881	[12]
1882	[6]
1883	[10]
1884	[4]
1885	[12]
1886	[2]
1887	[21, 18]
1888	[7]
1889	[5]
1890	[11]
1891	[4]
1892	[12]
1893	[4]
1894	[3]
1895	[12]
1896	[9]
