idx	cutoff_idx
151	[47, 21, 20, 22, 48]
152	[36, 10, 34, 16, 6]
153	[27, 28, 26, 32]
154	[74, 36, 46, 2, 67, 6, 45]
155	[20, 27, 5]
156	[50, 13, 26, 8, 38]
157	[55, 46, 53, 5, 41]
158	[48, 11, 12, 8, 23, 27]
159	[33, 41, 7, 49, 12, 9]
160	[17, 33, 20]
161	[32, 29, 25]
162	[55, 26, 54, 27, 37, 6]
163	[30, 4, 12, 9]
164	[31, 30, 11, 10, 5]
165	[22, 52, 44, 20, 26, 47]
166	[16, 19, 27, 46]
167	[18, 27, 20, 7, 19, 30, 31]
168	[18, 43, 52, 45, 53]
169	[9, 18, 38, 42, 20, 3]
170	[37, 18, 9, 15, 47]
171	[23, 31, 3, 51, 38]
172	[15, 19, 12, 11, 58, 59]
173	[41, 32, 36, 28]
174	[25, 3, 1, 24]
175	[10, 5, 12, 33]
176	[1, 18, 7]
177	[7, 8, 3, 42, 13, 41]
178	[51, 2, 53, 31, 58, 52]
179	[48, 18, 47, 49, 21]
180	[25, 53, 13, 36, 9]
181	[4, 34, 8, 9, 51]
182	[25, 60, 42, 24, 59, 7]
183	[6, 23, 5]
184	[45, 16, 22, 19, 53, 21]
185	[12, 14, 35, 24]
186	[2, 11, 41, 14, 38]
187	[45, 21, 42, 52, 41]
188	[21, 18, 17, 12]
189	[5, 7, 37, 40, 9]
190	[8, 35, 34, 12, 10, 5]
191	[7, 8, 14]
192	[16, 38, 17, 15]
193	[39, 33, 48, 41, 35]
194	[45, 15, 20, 54, 6]
195	[48, 45, 12, 31, 2]
196	[18, 26, 20, 17, 10, 51]
197	[12, 29, 48, 52, 54, 27]
198	[22, 52, 51, 19, 21]
199	[36, 17, 33]
200	[3, 5, 27, 9]
201	[5, 17, 12]
202	[12, 11, 13]
203	[7, 29, 40, 12]
204	[6, 37, 11, 10, 5]
205	[8, 27, 20]
206	[36, 32, 34, 28]
207	[54, 23, 57, 41, 26, 25]
208	[15, 36, 16, 37]
209	[9, 8, 32, 15]
210	[36, 21, 23, 28]
211	[12, 13, 33, 59, 32, 27]
212	[7, 51, 24, 26, 40]
213	[58, 30, 25, 53, 13, 60]
214	[53, 57, 20, 18, 19, 11]
215	[23, 26]
216	[5, 8, 32]
217	[15, 13, 23, 38]
218	[32, 3, 19, 31, 51, 17]
219	[4, 28, 36, 2, 60, 3]
220	[55, 24, 53, 18, 26, 54]
221	[21, 22, 57, 58, 17, 25]
222	[11, 8, 32, 33, 28]
223	[5, 4, 27, 23]
224	[14, 28, 9]
225	[29, 53, 23, 24, 52]
226	[22, 16, 48, 20, 26, 46]
227	[11, 20, 49, 45, 40]
228	[18, 16, 3]
229	[12, 35, 10, 11]
230	[49, 15, 53, 17, 36, 42]
231	[13, 55, 60, 41, 12, 9]
232	[33, 27, 10]
233	[44, 42, 41, 14, 12, 45]
234	[8, 34, 5, 41, 10]
235	[43, 9, 36, 44, 42, 40]
236	[13, 5, 35, 39, 3, 43]
237	[50, 19, 20, 14, 49]
238	[5, 38, 39, 46, 40, 44]
239	[18, 1, 48, 46, 16, 22]
240	[32, 63, 31, 64, 33, 62, 27]
241	[7, 3, 23, 26]
242	[6, 35, 46, 13, 44]
243	[21, 15, 19, 2, 14]
244	[26, 24, 39, 21, 50]
245	[45, 44, 52, 46, 14]
246	[48, 38, 50, 34, 2]
247	[38, 36, 37, 11]
248	[2, 8, 16]
249	[20, 16, 28, 59, 22, 51]
250	[31, 63, 47, 12, 13, 30, 33]
251	[61, 23, 27, 17, 31, 21]
252	[34, 11, 31]
253	[8, 2, 22]
254	[41, 12, 35, 8, 36, 54]
255	[4, 9, 34, 29]
256	[2, 39, 3, 21]
257	[2, 12]
258	[34, 32, 35]
259	[23, 22, 42, 41]
260	[11, 40, 30, 39, 10]
261	[5, 26, 20, 49, 19]
262	[35, 42, 16, 39, 8]
263	[17, 58, 39, 6, 37, 16]
264	[9, 8, 11]
265	[37, 39, 46, 32, 35, 47]
266	[25, 43, 29, 13, 23, 31]
267	[2, 30, 29]
268	[18, 4, 7]
269	[52, 17, 53, 48, 54, 49, 19]
270	[9, 5, 2]
271	[6, 22, 5]
272	[43, 44, 53, 54, 16]
273	[5, 29, 28, 24]
274	[13, 56, 46, 37, 23, 21]
275	[52, 22, 25, 55, 11]
276	[35, 15, 17, 26]
277	[4, 5, 17, 51, 14, 48]
278	[25, 34, 36, 38]
279	[32, 27, 26, 10]
280	[50, 23, 49, 22, 11]
281	[18, 50, 51, 17, 47, 53]
282	[11, 25, 28]
283	[35, 36, 11, 9]
284	[42, 19, 10, 4]
285	[9, 40, 8, 34, 39, 3]
286	[16, 1, 6, 18]
287	[43, 15, 32, 22, 4]
288	[17, 49, 50, 51, 18, 48]
289	[24, 58, 63, 43, 31, 50]
290	[21, 17, 7, 55, 18, 56]
291	[42, 16, 41, 44, 43]
292	[43, 7, 58, 46, 31, 52]
293	[35, 43, 36, 39]
294	[22, 33, 44, 17]
295	[20, 10, 1, 2]
296	[43, 16, 13, 42, 44, 47, 12]
297	[10, 9, 14]
298	[40, 16, 11, 15, 17]
299	[45, 47, 11, 15, 49, 51, 27]
300	[14, 1, 23]
301	[49, 4, 17, 8, 19]
302	[28, 35, 2]
303	[25, 2, 5]
304	[22, 23, 35, 25]
305	[16, 57, 43, 58, 11, 55, 13]
306	[15, 22, 13, 12, 10, 31]
307	[8, 37, 23, 3]
308	[7, 58, 26, 66, 27, 29, 23]
309	[6, 23, 1]
310	[2, 31, 34, 32, 5]
311	[8, 36, 9, 5]
312	[31, 10, 13]
313	[20, 23, 19, 36]
314	[42, 12, 23, 24, 64, 11, 43]
315	[6, 36, 46, 19, 47, 49]
316	[42, 11, 43, 12]
317	[28, 8, 33, 66, 9, 30, 41]
318	[8, 10, 13]
319	[55, 25, 18, 9, 64, 67, 22, 76]
320	[9, 36, 29, 13]
321	[29, 3, 26, 4]
322	[4, 14, 5, 13]
323	[26, 28, 27, 5]
324	[15, 6, 45, 7, 36]
325	[41, 14, 13, 8, 40]
326	[14, 13, 35, 12, 19]
327	[64, 69, 3, 71, 48, 62, 39]
328	[7, 23, 22, 15, 32]
329	[3, 13, 36, 30]
330	[43, 14, 22, 52, 10, 23]
331	[7, 11, 12, 35, 6]
332	[21, 26, 3, 28, 48, 25]
333	[28, 18, 34]
334	[7, 9, 18]
335	[34, 31, 8]
336	[8, 41, 19, 7]
337	[15, 16, 38, 39]
338	[28, 7, 9]
339	[17, 18, 14, 21, 3]
340	[7, 10, 9, 6, 8, 3, 30]
341	[49, 40, 20, 39, 27]
342	[12, 47, 46, 14, 11, 45]
343	[8, 44, 29, 50, 14, 40]
344	[45, 22, 23, 37]
345	[25, 12, 49, 48, 31]
346	[11, 32, 12]
347	[18, 19, 17, 21]
348	[24, 55, 53, 22, 31]
349	[3, 4, 24, 25]
350	[10, 20, 5]
351	[34, 16, 17, 36]
352	[17, 16, 52, 51, 61, 20, 24]
353	[17, 36, 16, 35]
354	[15, 16, 36, 13]
355	[10, 30, 8, 29, 7]
356	[40, 12, 45, 60, 7, 55, 42]
357	[42, 9, 28, 17, 27]
358	[22, 26, 37, 28, 8]
359	[14, 12, 27]
360	[38, 43, 10, 39, 37]
361	[28, 5, 39, 7]
362	[12, 10, 2]
363	[41, 16, 14, 48, 12, 30]
364	[63, 65, 56, 67, 13, 57, 30]
365	[46, 51, 48, 44, 9, 22]
366	[19, 13, 21, 45, 15]
367	[38, 65, 27, 29, 36, 64, 46]
368	[25, 9, 31, 24]
369	[4, 31, 7, 28]
370	[18, 26, 21, 51, 43]
371	[11, 20, 39, 16, 48]
372	[8, 6, 34, 4]
373	[15, 37, 11, 52, 7, 44]
374	[30, 13, 12]
375	[38, 20, 49, 36, 18]
376	[11, 8, 9]
377	[11, 13, 26, 23]
378	[78, 12, 53, 86, 59, 64, 56, 24]
379	[22, 41, 55, 35, 23, 57]
380	[39, 8, 18, 37, 42]
381	[29, 8, 5, 18]
382	[65, 33, 27, 51, 66, 15, 26]
383	[58, 65, 64, 63, 21, 22]
384	[33, 11, 36, 32]
385	[37, 27, 12, 1, 34]
386	[6, 42, 11, 47, 50]
387	[7, 23, 11]
388	[60, 53, 58, 8, 57, 33]
389	[64, 28, 63, 29, 65, 30]
390	[1, 3, 2, 10]
391	[32, 3, 30]
392	[47, 48, 20, 42, 52, 4]
393	[13, 14, 18, 7]
394	[36, 17, 4, 16]
395	[26, 60, 20, 19, 42, 23, 21]
396	[16, 34, 19, 15]
397	[27, 28, 26, 12]
398	[63, 30, 59, 49, 44, 33, 12]
399	[13, 47, 22, 8, 55, 44, 40]
400	[3, 41, 40, 44, 2, 6, 15]
401	[9, 2]
402	[10, 11, 15, 40]
403	[34, 27, 25, 32, 10, 52]
404	[14, 21, 16, 20, 3, 1]
405	[20, 49, 17, 46, 48]
406	[4, 13, 36, 29, 14]
407	[16, 65, 53, 22, 18, 33, 44]
408	[18, 21, 38, 46, 37]
409	[32, 57, 34, 30, 55, 33]
410	[29, 28, 36, 24]
411	[10, 42, 9, 11, 17]
412	[35, 15, 21, 59, 22, 55]
413	[47, 36, 46, 9, 32]
414	[14, 17, 16, 42, 36, 47]
415	[44, 27, 11, 13, 4, 50]
416	[20, 33, 11, 35]
417	[41, 52, 10, 45, 53]
418	[9, 44, 46, 11, 24, 12]
419	[46, 17, 32, 35, 47]
420	[17, 49, 15, 16, 19, 48]
421	[17, 21, 7, 12]
422	[17, 37, 38, 18]
423	[44, 52, 45, 13, 49]
424	[54, 23, 56, 46, 25]
425	[40, 62, 63, 44, 43, 15]
426	[41, 18, 39, 42]
427	[28, 32, 6, 30]
428	[15, 16, 41, 10]
429	[6, 8, 7]
430	[7, 20, 9, 30]
431	[61, 7, 62, 8, 10, 64]
432	[9, 42, 43, 10, 8, 2]
433	[23, 3]
434	[28, 23, 4]
435	[34, 33, 35]
436	[29, 64, 21, 57, 23, 22]
437	[11, 37, 19, 42, 46]
438	[22, 23, 4]
439	[18, 42, 20, 19, 14]
440	[16, 9, 42, 22, 49]
441	[15, 46, 22, 12, 13, 8]
442	[29, 27, 25, 32, 5]
443	[11, 19, 16, 38]
444	[33, 34, 38, 28, 39]
445	[14, 16, 17, 13]
446	[20, 3, 7, 1]
447	[11, 52, 41, 40, 53, 8]
448	[13, 46, 30, 16, 9]
449	[10, 8, 9, 36]
450	[19, 17, 25]
451	[8, 3, 1]
452	[18, 47, 49, 20, 5]
453	[16, 39, 35, 40]
454	[46, 47, 35, 44, 58, 17]
455	[11, 13, 21, 10, 31]
456	[47, 39, 35, 18, 45, 49]
457	[11, 10, 12, 43, 44, 13]
458	[22, 28, 11, 31, 38]
459	[4, 7, 5, 6]
460	[7, 6, 3, 13]
461	[52, 9, 11, 53, 48, 5]
462	[39, 40, 5, 18, 43]
463	[23, 33, 9, 20, 3]
464	[34, 10, 15, 28]
465	[16, 15, 45, 12]
466	[21, 52, 46, 15, 45, 47]
467	[11, 10, 12, 39, 46, 13]
468	[16, 14, 38, 18]
469	[36, 16, 40, 3]
470	[32, 11, 44, 33, 43, 18]
471	[26, 4, 6, 16]
472	[11, 12, 19, 21, 26, 48]
473	[44, 27, 19, 37, 26, 53]
474	[4, 18, 56, 28, 27, 66, 37]
475	[12, 9, 8, 16]
476	[39, 40, 37, 2, 7]
477	[26, 4, 7, 3]
478	[48, 11, 10, 13, 21]
479	[27, 33, 55, 59, 66, 68, 67]
480	[27, 8, 6]
481	[19, 14, 15]
482	[44, 39, 35, 17, 37, 34]
483	[3, 17, 4, 27, 2]
484	[45, 47, 12, 33, 52]
485	[4, 3, 2, 23]
486	[12, 61, 62, 13, 16, 11]
487	[8, 25, 5, 10]
488	[43, 20, 48, 50, 41]
489	[13, 10, 14, 7]
490	[39, 17, 13, 43]
491	[12, 19, 54, 26, 10]
492	[46, 34, 42, 35, 9]
493	[11, 33, 7, 43]
494	[16, 26, 17, 51, 5]
495	[52, 47, 54, 6, 16, 18]
496	[8, 15, 28, 9]
497	[11, 45, 13, 40, 43, 8]
498	[9, 7, 10, 34]
499	[8, 31, 5]
500	[64, 29, 63, 58, 28, 38]
501	[22, 13, 49, 16, 11, 58]
502	[17, 38, 10, 34]
503	[32, 21, 9]
504	[12, 47, 20, 43, 1, 23]
505	[27, 7, 6]
506	[34, 3, 28, 10]
507	[6, 5, 38, 8]
508	[51, 38, 5, 16, 23]
509	[15, 9, 44, 16, 14, 45]
510	[40, 18, 51, 34, 7]
511	[11, 34, 5, 40]
512	[21, 40, 22, 37, 41]
513	[10, 35, 38, 11]
514	[23, 22]
515	[20, 21, 22]
516	[38, 8, 32, 37, 7]
517	[32, 16, 37, 31]
518	[23, 10, 9]
519	[21, 25, 9, 57, 40, 11]
520	[15, 3, 35, 23]
521	[56, 57, 9, 45, 30, 32]
522	[39, 48, 18, 40, 19]
523	[33, 15, 14, 35, 34]
524	[34, 46, 17, 1, 3]
525	[8, 4, 24, 9]
526	[57, 55, 63, 17, 65, 25, 23]
527	[26, 5, 42, 34]
528	[7, 10, 2]
529	[17, 47, 25, 18, 32]
530	[23, 1, 22, 2]
531	[23, 24, 16]
532	[5, 40, 44, 39, 6]
533	[10, 40, 41, 39, 37]
534	[35, 75, 30, 34, 70, 28, 68]
535	[53, 19, 63, 29, 47, 50]
536	[2, 3, 8, 5]
537	[2, 36, 46, 53, 3]
538	[12, 11, 28]
539	[21, 55, 57, 38, 18, 23]
540	[4, 64, 22, 20, 28, 76, 26, 61]
541	[3, 16, 63, 30, 51, 40]
542	[42, 32, 33, 34]
543	[29, 10, 8]
544	[4, 43, 8, 13]
545	[68, 24, 63, 61, 57, 64, 58]
546	[30, 26, 14, 11]
547	[17, 33, 40, 16]
548	[42, 41, 33, 4, 22, 63, 37]
549	[8, 37, 59, 56, 58, 39]
550	[39, 29, 40, 5]
551	[21, 31, 46, 35, 8]
552	[4, 38, 42, 34]
553	[19, 12, 30]
554	[10, 30, 31, 34]
555	[48, 41, 17, 22, 44, 47]
556	[20, 41, 40, 46, 16]
557	[58, 59, 14, 7, 45, 9]
558	[15, 12, 45, 50, 21, 44]
559	[14, 2, 32]
560	[16, 53, 23, 55, 25]
561	[52, 22, 21, 8, 34]
562	[7, 4, 27]
563	[7, 13, 11]
564	[25, 44, 35, 38, 32]
565	[25, 4, 10, 28, 16]
566	[30, 34, 14, 6, 9]
567	[30, 4, 18]
568	[11, 26, 10]
569	[28, 40, 32, 52, 19]
570	[2, 3, 10, 4]
571	[51, 53, 50, 26, 49]
572	[29, 27, 46, 9, 18, 10]
573	[19, 58, 16, 13, 8, 35]
574	[62, 26, 64, 58, 27, 60, 25]
575	[8, 9, 7, 16]
576	[14, 13, 44, 17]
577	[14, 12, 7, 9]
578	[67, 30, 29, 66, 68, 5, 65]
579	[6, 8, 33, 4, 7, 35]
580	[2, 35, 15, 14]
581	[26, 44, 33, 16]
582	[18, 17, 16, 41]
583	[1, 25, 10, 35]
584	[38, 37, 5, 39, 47, 6]
585	[43, 25, 30, 19]
586	[15, 16, 19, 54, 55, 12, 51]
587	[17, 9, 12, 19]
588	[20, 21, 7]
589	[44, 13, 10, 8, 39, 12]
590	[33, 40, 28, 29]
591	[2, 3, 17, 37, 8]
592	[14, 34, 52, 18, 38, 48]
593	[12, 9, 42, 8, 34]
594	[6, 13, 35, 42, 8]
595	[10, 28, 6]
596	[41, 51, 18, 44, 50, 54]
597	[37, 38, 17, 36]
598	[44, 49, 11, 46, 45]
599	[46, 62, 31, 52, 66, 45]
600	[16, 17, 13, 15]
601	[12, 11, 10, 13]
602	[6, 23]
603	[14, 38, 43, 4, 32]
604	[4, 29, 38, 17]
605	[9, 18, 8, 20]
606	[4, 2, 16, 8]
607	[34, 14, 28]
608	[57, 33, 17, 27, 35, 46]
609	[13, 33, 67, 19, 53, 34, 20]
610	[23, 20, 56, 21, 53, 24]
611	[26, 25, 23, 50, 24, 10]
612	[19, 49, 34, 9, 10]
613	[46, 48, 45, 20, 22]
614	[53, 54, 52, 17, 18, 19]
615	[24, 18, 21]
616	[50, 20, 22, 21, 52]
617	[7, 32, 14, 19, 22, 23]
618	[29, 13, 27]
619	[45, 46, 22, 11, 26]
620	[6, 33, 48, 11, 43]
621	[8, 9, 44, 31, 19, 60]
622	[38, 56, 48, 44, 39, 37]
623	[5, 7, 6, 2]
624	[4, 47, 23, 15, 8, 35]
625	[15, 46, 22, 23]
626	[13, 16, 17, 42, 18, 15]
627	[54, 53, 26, 39, 20, 5]
628	[16, 47, 28, 22, 60, 49]
629	[42, 4, 58, 23, 12, 3, 41]
630	[19, 17, 41, 20, 35]
631	[12, 11, 31]
632	[23, 51, 53, 10, 41]
633	[36, 38, 9, 35]
634	[24, 53, 52, 23, 10, 11]
635	[42, 46, 20, 41, 17, 51, 13]
636	[9, 19, 20, 24, 7]
637	[23, 43, 32, 22]
638	[51, 23, 19, 1, 18]
639	[23, 6, 46, 10, 35]
640	[14, 40, 43, 44, 26]
641	[26, 25, 5, 4]
642	[4, 3, 7, 6, 14]
643	[23, 20, 12, 18, 37]
644	[6, 27, 19, 8]
645	[45, 51, 59, 15, 57, 21]
646	[2, 5, 37, 40, 41, 3]
647	[14, 33, 13]
648	[16, 21, 17, 43]
649	[19, 41, 12, 16]
650	[29, 16, 8, 24]
651	[11, 13, 15, 16, 47, 5, 51]
652	[28, 24, 6]
653	[8, 10, 38, 12]
654	[13, 29, 12]
655	[1, 26, 42, 19, 2]
656	[2, 18, 22]
657	[12, 30, 40, 15]
658	[23, 29, 22, 14, 30, 31]
659	[36, 9, 10, 35]
660	[42, 25, 17, 43, 14]
661	[16, 25, 23, 5]
662	[44, 49, 18, 13, 10]
663	[15, 42, 20, 14, 11]
664	[57, 39, 46, 12, 40, 29]
665	[33, 29, 31, 40]
666	[1, 21, 14, 10]
667	[9, 10, 8, 15]
668	[3, 12, 1]
669	[6, 4, 5, 27]
670	[12, 33, 11]
671	[42, 9, 8, 41, 60, 59]
672	[54, 9, 48, 20, 28, 62]
673	[43, 51, 12, 15, 46, 24]
674	[21, 47, 2, 30, 3]
675	[63, 64, 24, 12, 40, 34]
676	[52, 51, 23, 50, 22]
677	[7, 53, 4, 5, 37]
678	[33, 35, 3, 34, 4]
679	[4, 44, 43, 3, 42, 18, 2]
680	[10, 28, 34]
681	[13, 11, 44, 42, 9]
682	[48, 16, 18, 44, 43, 15]
683	[20, 21, 3, 41]
684	[36, 48, 2, 30, 14, 51]
685	[47, 45, 51, 20, 52]
686	[18, 32, 3, 14, 37]
687	[13, 48, 17, 24, 44]
688	[14, 22, 38, 21, 46]
689	[10, 5, 23]
690	[47, 45, 10, 8, 43]
691	[64, 25, 65, 24, 23, 43, 3]
692	[14, 39, 44, 47, 10, 43]
693	[17, 18, 29]
694	[25, 27, 10]
695	[27, 34, 26, 2]
696	[47, 49, 19, 21, 36]
697	[40, 52, 25, 16, 13, 5]
698	[25, 28, 35, 26]
699	[39, 10, 20, 3, 38]
700	[21, 51, 48, 16, 49, 57]
701	[52, 22, 28, 43, 53, 42]
702	[11, 10, 32]
703	[32, 15, 7, 31, 16]
704	[16, 29, 1]
705	[4, 5, 39, 29, 38, 50]
706	[10, 12, 13, 35]
707	[9, 8, 37, 6, 15]
708	[28, 61, 27, 23, 64, 60, 42]
709	[22, 23, 62, 50, 36, 11]
710	[15, 16]
711	[43, 4, 5, 33]
712	[52, 48, 16, 15, 45]
713	[16, 20, 68, 27, 18, 14, 19]
714	[12, 47, 34, 17, 7]
715	[64, 29, 54, 65, 17, 32]
716	[11, 24, 10]
717	[38, 7, 30, 29]
718	[17, 23, 67, 69, 12, 65, 53]
719	[6, 7, 5, 14, 15]
720	[8, 7, 23]
721	[48, 12, 54, 38, 2, 29]
722	[18, 19, 16, 9]
723	[13, 38, 46, 5, 11]
724	[32, 19, 35]
725	[2, 10, 34, 42, 9]
726	[23, 47, 55, 7, 35, 24]
727	[17, 45, 18, 16]
728	[61, 60, 44, 52, 11, 29]
729	[44, 24, 27, 45, 40]
730	[44, 17, 14, 13, 24, 28]
731	[36, 23, 47, 34, 21]
732	[35, 27, 28, 5]
733	[36, 16, 37, 15]
734	[50, 54, 53, 22, 21, 24]
735	[41, 43, 47, 9, 14, 48, 11]
736	[41, 43, 21, 40]
737	[16, 17, 33]
738	[12, 11, 21, 18, 24]
739	[26, 6, 7, 17]
740	[43, 9, 42, 11, 44, 10]
741	[17, 38, 8, 6, 50, 11]
742	[7, 17]
743	[33, 15, 7, 17]
744	[13, 7, 6]
745	[14, 4, 42, 11, 39]
746	[56, 9, 55, 45, 46, 20]
747	[15, 16, 46, 45, 9]
748	[21, 53, 56, 24, 54, 22]
749	[4, 2]
750	[5, 33, 2, 1]
751	[7, 8, 2, 36]
752	[13, 14, 29, 10]
753	[2, 12, 6]
754	[32, 33, 7, 6, 9]
755	[53, 32, 20, 51, 52]
756	[17, 32, 9, 37]
757	[19, 47, 57, 20, 49, 13]
758	[38, 35, 34, 37]
759	[23, 15, 54, 24, 5, 44]
760	[14, 11, 36, 13]
761	[7, 18]
762	[71, 13, 70, 29, 55, 57, 40]
763	[15, 17, 32, 9, 12]
764	[22, 23, 9, 46, 15]
765	[26, 32, 33, 24, 34]
766	[34, 10, 29, 22]
767	[56, 8, 18, 20, 46, 19, 57]
768	[25, 24, 8, 7]
769	[16, 44, 23, 38, 19]
770	[4, 12, 39, 31, 13]
771	[37, 28, 32, 15]
772	[33, 39, 42, 16]
773	[18, 20, 21, 12, 23]
774	[50, 2, 34, 46, 49]
775	[57, 7, 22, 54, 23, 19]
776	[5, 42, 4, 44, 39]
777	[14, 53, 48, 60, 12, 16, 21]
778	[26, 48, 19, 59, 52, 25]
779	[18, 64, 20, 52, 19, 63]
780	[39, 42, 19, 35, 49]
781	[8, 14, 4, 10]
782	[2, 21, 3, 47, 1]
783	[6, 24, 5, 23]
784	[5, 4, 39, 48, 10, 9]
785	[23, 39, 4, 30]
786	[10, 19, 16, 53, 57, 9]
787	[2, 28, 33, 6, 26]
788	[7, 5, 6, 9, 8, 41]
789	[10, 37, 34, 9]
790	[3, 46, 29, 20, 19, 30]
791	[24, 8, 31, 6]
792	[6, 24, 12, 17, 13, 53]
793	[25, 56, 22, 17, 48, 41]
794	[68, 76, 18, 65, 21, 78, 67, 20, 64]
795	[9, 25, 4, 12]
796	[24, 23, 8]
797	[53, 46, 22, 52, 35]
798	[14, 49, 67, 66, 16, 48, 63]
799	[39, 58, 41, 42, 59, 38]
800	[49, 52, 50, 16, 15, 27]
