idx	cutoff_idx
138	[63, 47, 50, 74, 87, 119, 17, 76, 18, 94, 26, 38]
139	[101, 62, 90, 111, 6, 88, 91, 64, 106, 15, 40, 96]
140	[18, 11]
141	[51, 98, 9, 95, 87, 122, 78, 1, 83, 85, 40, 88]
142	[9, 29, 5]
143	[13, 19, 22, 14]
144	[31, 27, 60, 39, 40, 32]
145	[7, 26, 15, 30]
146	[94, 112, 89, 124, 111, 14, 93, 13, 91, 11, 10, 18]
147	[44, 42, 81, 80, 49, 37, 43, 57, 58]
148	[36, 8, 27, 39, 25]
149	[46, 12, 28, 36, 52, 41]
150	[27, 87, 91, 107, 95, 22, 89, 106, 74, 102, 104, 58]
151	[48, 1, 52, 50, 58, 36]
152	[94, 93, 104, 96, 14, 98, 81, 97, 63, 107, 21]
153	[3, 17, 16, 7, 18]
154	[26, 16]
155	[47, 5, 77, 54, 20, 22, 75, 74]
156	[78, 69, 57, 82, 120, 77, 109, 87, 20, 60, 83, 56]
157	[17, 3, 11]
158	[10, 47, 36, 8, 16]
159	[83, 103, 95, 51, 89, 45, 27, 100, 114, 25, 97, 57]
160	[81, 85, 7, 34, 80, 63, 14, 19, 58, 99, 83, 75]
161	[19, 15, 8, 13, 26]
162	[47, 35, 17, 46, 20]
163	[25, 28, 26, 50, 53, 31]
164	[19, 33, 20, 24, 14]
165	[18, 17, 28, 20, 43]
166	[17, 79, 74, 80, 75, 115, 116, 19, 48, 8, 35, 54]
167	[25, 9, 5, 34, 8, 26]
168	[55, 43, 27, 31, 51, 30]
169	[10, 15, 8, 23, 14]
170	[3, 10, 4, 41, 33]
171	[74, 51, 87, 76, 95, 21, 30, 94, 18, 70, 82]
172	[5, 34, 8]
173	[3, 39, 19, 33, 52]
174	[51, 32, 23, 56, 38, 37]
175	[90, 105, 74, 106, 5, 78, 92, 107, 88, 80, 95, 101]
176	[60, 65, 21, 54, 53, 56, 22, 62]
177	[14, 39, 74, 77, 87, 16, 78, 105, 68, 108, 109]
178	[8, 6, 7]
179	[17, 42, 15, 24]
180	[90, 89, 46, 44, 60, 71, 56, 104, 45, 14, 54, 50]
181	[4, 75, 74, 24, 100, 101, 3, 47, 25, 21, 116, 84]
182	[26, 36, 25, 20, 24]
183	[29, 17, 43, 8, 14, 35]
184	[73, 70, 39, 3, 68, 11, 58, 12]
185	[19, 18, 1, 32]
186	[3, 22, 5]
187	[14, 3, 1, 9]
188	[18, 44, 16, 34, 33, 28, 14, 29]
189	[12, 19, 9, 20, 18, 42]
190	[20, 23, 2]
191	[18, 46, 65, 26, 25, 69, 20]
192	[9, 38, 20, 35]
193	[49, 38, 23, 24, 39]
194	[89, 40, 86, 84, 77, 79, 83, 29, 108, 19, 78, 17]
195	[50, 49, 70, 51, 43, 35, 62, 30, 69]
196	[10, 22, 5, 4]
197	[9, 24, 2, 10]
198	[4]
199	[19, 26, 28]
200	[52, 55, 34, 53, 46, 17]
201	[7, 4, 29, 2]
202	[26, 23, 27, 34, 22, 35]
203	[7, 41, 6, 5, 8]
204	[24, 16, 22, 19, 12]
205	[3, 35, 14, 38]
206	[31, 7, 10]
207	[46, 20, 54, 47, 19]
208	[41, 14, 65, 36, 44, 10, 53]
209	[18, 72, 21, 58, 115, 47, 114, 87, 3, 91, 88, 5]
210	[44, 56, 52, 41, 21, 39, 51, 46, 18]
211	[52, 22, 57, 50, 56, 59]
212	[17, 16, 9, 32, 38]
213	[7, 4, 20]
214	[18, 47, 12, 46, 7]
215	[93, 100, 97, 89, 108, 46, 107, 80, 88, 61, 6, 75]
216	[30, 29, 2]
217	[42, 67, 58, 72, 56, 98, 40, 51, 65, 81, 13]
218	[16, 33, 29]
219	[19, 63, 17, 83, 79, 11, 71, 55, 82]
220	[24, 7, 25]
221	[95, 91, 92, 94, 42, 96, 71, 26, 100, 101, 84, 24]
222	[14, 51, 50, 49, 13, 42]
223	[9, 16, 13, 14]
224	[36, 27, 37, 52, 15, 13, 35]
225	[2, 106, 114, 78, 95, 120, 107, 77, 121, 25, 84, 125]
226	[2, 8]
227	[12, 8, 93, 41, 123, 47, 56, 113, 88, 50, 11, 78]
228	[27, 77, 23, 107, 112, 40, 73, 90, 75, 79, 91]
229	[35, 12, 3, 11]
230	[47, 29, 30, 44, 38, 14, 77, 33, 6]
231	[38, 20, 23, 28]
232	[22, 42, 2, 25]
233	[59, 26, 55, 61, 56, 46]
234	[49, 48, 19, 4, 44, 45]
235	[27, 43, 51, 21, 34]
236	[67, 64, 35, 57, 51, 60, 11, 44]
237	[10, 19]
238	[11, 19, 2, 23]
239	[70, 55, 24, 9, 53, 25, 71]
240	[56, 72, 90, 105, 92, 60, 103, 48, 44, 99, 73, 89]
241	[19, 18, 1, 32]
242	[52, 23, 13, 53, 31]
243	[10, 71, 53, 86, 117, 35, 38, 110, 84, 67, 11, 65]
244	[31, 36, 30, 10, 34, 1]
245	[16, 11]
246	[22, 8, 16, 24]
247	[68, 77, 39, 9, 106, 36, 108, 21, 103, 38, 102, 97]
248	[55, 56, 24, 19, 50, 61, 14, 17]
249	[36, 13, 39, 19, 12]
250	[3, 18, 17]
251	[17, 18, 31, 16, 63, 49]
252	[6, 16, 8]
253	[43, 24, 59, 26, 35, 80, 25, 39, 18]
254	[72, 65, 69, 68, 20, 70, 48, 71, 27]
255	[74, 46, 68, 9, 73, 19, 26, 85, 38]
256	[55, 3, 2, 13, 60, 39]
257	[26, 6, 44, 54, 39, 7]
258	[113, 67, 78, 83, 99, 100, 97, 112, 106, 79, 101, 92]
259	[16, 12, 17]
260	[23, 14, 16, 44, 45]
261	[34, 13, 22, 5, 26, 24]
262	[17, 5, 45, 15, 55, 46]
263	[12, 4]
264	[41, 56, 19, 34, 58, 32, 54]
265	[16, 64, 54, 15, 30, 10, 14]
266	[69, 72, 59, 102, 64, 66, 48, 73, 63, 60, 13, 99]
267	[41, 88, 64, 36, 30, 65, 113, 119, 90, 37, 12, 96]
268	[77, 40, 78, 51, 34, 26, 68, 23]
269	[34, 13, 23, 14, 12]
270	[26, 8, 34, 23]
271	[20, 86, 30, 16, 59, 22, 114, 42, 15, 26, 109, 9]
272	[14, 18, 58, 48, 37, 22]
273	[47, 91, 93, 94, 82, 67, 97, 31, 12, 71, 98]
274	[22, 34, 9, 38]
275	[34, 33, 12, 19, 4]
276	[88, 14, 6, 96, 5, 71, 98, 63, 25, 104, 2]
277	[101, 103, 102, 21, 66, 109, 89, 97, 96, 54, 20]
278	[11]
279	[23, 43, 41, 20, 92, 47, 83, 38, 26, 63, 65, 91]
280	[99, 51, 78, 105, 106, 100, 102, 95, 111, 98, 77, 103]
281	[7, 6, 5]
282	[17, 15, 12]
283	[21, 14, 33]
284	[8, 7, 41, 15]
285	[5, 10, 24]
286	[23, 52, 1, 67, 63, 27, 22, 72, 70, 92, 28, 59]
287	[34, 20, 4, 11]
288	[5, 36, 38, 13]
289	[68, 50, 31, 42, 17, 28, 45]
290	[23, 22, 27, 34]
291	[35, 20, 19, 33]
292	[66, 4, 85, 109, 99, 100, 3, 46, 11, 79, 48]
293	[67, 63, 4, 9, 17, 26, 56, 59]
294	[36, 7, 17, 40]
295	[4, 12]
296	[116, 100, 97, 124, 86, 113, 89, 24, 80, 98, 3, 26]
297	[16, 22]
298	[8, 1, 24]
299	[48, 12, 5, 9, 53, 30, 6]
300	[12, 11, 10]
301	[4, 6, 12, 38, 3]
302	[20, 62, 19, 51, 12, 26]
303	[11, 16, 7]
304	[40, 28, 21, 16, 24]
305	[22, 49, 61, 40, 64, 21, 77, 89, 48, 60]
306	[24, 17, 12, 39]
307	[94, 98, 84, 46, 52, 95, 53, 57, 47, 36, 37, 51]
308	[103, 34, 89, 71, 97, 81, 33, 121, 48, 35, 78, 118]
309	[23, 19, 36, 34]
310	[8, 16, 17, 4]
311	[72, 108, 92, 74, 91, 95, 94, 78, 79, 110, 23, 90]
312	[50, 2, 3, 36, 49, 56]
313	[14, 24, 40, 12]
314	[85, 83, 84, 42, 4, 94, 11, 5, 95, 22, 80, 54]
315	[58, 83, 81, 101, 94, 56, 49, 6, 31, 109, 115]
316	[11, 3]
317	[14, 23, 5]
318	[8, 30, 51, 18, 45, 26]
319	[4, 6, 28]
320	[28, 20, 18, 6, 47, 10]
321	[14, 56, 21, 11, 43, 12]
322	[67, 80, 61, 69, 45, 114, 94, 72, 101, 37, 28, 60]
323	[60, 83, 89, 28, 76, 80, 37, 59, 74, 47]
324	[15, 13, 56, 72, 11, 54, 55, 69]
325	[42, 51, 37, 31, 69, 41, 57, 62]
326	[13, 9, 2]
327	[19, 3, 12, 7]
328	[51, 56, 46, 22, 49, 34]
329	[49, 5, 34, 26, 36, 30]
330	[67, 68, 66, 79, 71, 7, 15, 70, 83]
331	[1, 10, 5, 14]
332	[13, 14, 7, 3]
333	[67, 81, 83, 114, 47, 99, 64, 13, 116, 43, 72, 65]
334	[73, 23, 78, 30, 55, 74, 44, 70, 45]
335	[32, 68, 39, 16, 64, 63, 65, 34, 67]
336	[16, 10, 49, 6, 36]
337	[42, 47, 17, 48, 52]
338	[18, 13, 25, 19]
339	[25, 5, 10, 7]
340	[41, 15, 18, 21]
341	[54, 3, 48, 38, 47]
342	[78, 87, 59, 57, 60, 62, 50, 58, 16, 100, 107]
343	[32, 7, 28, 11, 43]
344	[13, 10]
345	[31, 78, 27, 28, 79, 3, 29, 30]
346	[49, 13, 37, 6, 29]
347	[16, 11, 15]
348	[113, 89, 112, 80, 74, 48, 24, 117, 95, 107, 75, 62]
349	[10, 8, 3, 27]
350	[19, 1, 24, 5]
351	[78, 47, 27, 24, 53, 113, 42, 93, 20, 30, 23, 60]
352	[80, 54, 65, 70, 86, 74, 71, 69, 20]
353	[74, 103, 11, 76, 69, 62, 90, 89, 91, 104]
354	[60, 58, 74, 20, 61, 101, 112, 75, 36, 59, 55, 113]
355	[5, 32, 17, 26, 38, 14]
356	[35, 72, 39, 64, 63, 51, 14, 93, 2, 20, 12]
357	[20, 9, 41, 33]
358	[49, 18, 26, 44, 47]
359	[4, 17, 6, 18, 21]
360	[49, 28, 23, 47, 59, 18, 26, 35]
361	[37, 6, 45, 44]
362	[27, 2, 12, 13]
363	[11, 4, 29]
364	[37, 12, 13, 21]
365	[110, 47, 34, 55, 66, 62, 109, 104, 65, 22, 67, 94]
366	[28, 97, 39, 89, 103, 102, 113, 40, 100, 27, 81, 112]
367	[18, 8, 17, 38]
368	[10, 8, 26, 27]
369	[110, 89, 108, 68, 115, 77, 91, 109, 71, 88, 70, 67]
370	[65, 73, 87, 69, 97, 81, 80, 91, 34, 28, 20, 68]
371	[83, 37, 62, 77, 34, 33, 21, 43, 82]
372	[9, 15, 18]
373	[10, 2]
374	[11, 44, 12, 14, 13]
375	[11, 14, 16, 20, 35]
376	[17, 28, 11]
377	[28, 17, 15]
378	[26, 29, 64, 61, 12, 18, 41]
379	[3, 14, 19]
380	[27, 6, 12, 3]
381	[18, 35, 53, 40, 6]
382	[43, 10, 48, 15, 34, 29]
383	[30, 29, 22, 11]
384	[26, 54, 13, 21, 24, 37]
385	[20, 2, 12, 34]
386	[25, 23, 2, 49, 28]
387	[32, 24, 26, 43, 25]
388	[28, 12, 23, 18]
389	[14, 40, 39, 20]
390	[62, 66, 50, 60, 98, 73, 40, 14, 16, 78, 59, 108]
391	[8, 9]
392	[46, 32, 19, 9, 15]
393	[43, 76, 47, 12, 35, 64, 81, 71, 11, 26, 33, 58]
394	[29, 33, 34, 25, 30]
395	[9, 12]
396	[64, 95, 63, 55, 96, 12, 84, 105, 100, 97, 90, 101]
397	[9, 38, 25, 10]
398	[25, 16, 30]
399	[55, 53, 45, 20, 63, 65]
400	[64, 86, 66, 80, 87, 84, 85, 65, 43, 76]
401	[9, 16, 24, 18]
402	[25, 11, 26, 24, 21]
403	[108, 123, 82, 57, 96, 21, 47, 62, 72, 37, 46, 2]
404	[34, 8, 38, 4]
405	[76, 110, 67, 26, 109, 108, 79, 101, 121, 64, 45, 94]
406	[67, 68, 29, 77, 94, 98, 13, 71, 21, 23]
407	[43, 35, 2, 59, 20, 53]
408	[31, 42, 48, 82, 109, 60, 106, 19, 32, 125, 86, 95]
409	[18, 27]
410	[53, 7, 8, 83, 117, 78, 100, 6, 69, 116, 49, 98]
411	[43, 21, 48, 36, 42, 18]
412	[15, 2, 26]
413	[103, 63, 67, 118, 87, 109, 37, 102, 66, 78, 10, 73]
414	[75, 53, 10, 27, 72, 99, 73, 74, 59, 57, 47]
415	[47, 45, 97, 94, 93, 53, 88, 76, 49, 9, 111]
416	[30, 12, 48, 45, 7]
417	[15, 3]
418	[84, 15, 123, 73, 89, 27, 60, 91, 92, 83, 101, 26]
419	[28, 14, 21, 15]
420	[57, 6, 20, 23, 21, 32]
421	[4, 32, 23, 13, 43]
422	[18, 23, 25, 4]
423	[27, 19, 21, 3, 26, 25]
424	[23, 3, 19, 4]
425	[3, 28, 29, 4, 32]
426	[5, 10]
427	[4, 29, 5, 26]
428	[10, 29, 8, 6, 39]
429	[14, 23]
430	[1, 23]
431	[10, 8, 9, 14, 25]
432	[22, 24, 10, 38, 21]
433	[23, 21, 38, 22]
434	[106, 89, 86, 101, 123, 95, 34, 100, 35, 84, 3, 52]
435	[30, 28, 42, 38]
436	[38, 37, 73, 67, 21, 64, 39, 52]
437	[75, 33, 48, 31, 70, 5, 56, 16, 46, 15]
438	[73, 91, 60, 119, 34, 51, 36, 50, 97, 48, 98, 102]
439	[12, 40, 13, 11]
440	[3, 16, 21]
441	[51, 41, 34, 32, 67, 29, 64, 5, 20]
442	[14, 11, 3, 29, 40]
443	[19, 26, 38, 37]
444	[106, 93, 40, 43, 81, 104, 15, 66, 57, 44, 86, 84]
445	[88, 7, 56, 91, 86, 52, 37, 22, 21, 50, 79]
446	[35, 26, 34]
447	[4, 16, 3, 8]
448	[33, 37, 32, 100, 51, 82, 75, 81, 15, 92, 102, 35]
449	[40, 27, 2, 24]
450	[19, 23, 33]
451	[111, 80, 60, 78, 70, 63, 54, 50, 106, 109, 74, 73]
452	[95, 124, 21, 84, 20, 121, 58, 28, 85, 36, 35, 57]
453	[23, 21]
454	[5, 2]
455	[97, 98, 86, 32, 33, 24, 42, 53, 28, 25, 26, 81]
456	[69, 94, 118, 90, 76, 32, 75, 23, 107, 21, 109, 85]
457	[45, 89, 43, 79, 64, 67, 20, 49, 60, 58, 39, 86]
458	[7, 27, 24, 18]
459	[101, 75, 77, 115, 12, 96, 99, 78, 92, 94, 76, 114]
460	[21, 12]
461	[62, 74, 27, 36, 58, 13, 89, 22, 25, 73]
462	[55, 4, 15, 40, 19]
463	[28, 10, 17]
464	[35, 6, 39, 29, 11, 34, 42]
465	[35, 32, 49, 24, 23]
466	[9, 10, 34, 7]
467	[10, 3, 38, 71, 73, 19, 7, 32]
468	[11, 23, 10]
469	[3, 5]
470	[10, 13, 36]
471	[24, 23, 35, 47, 48]
472	[100, 44, 103, 104, 47, 71, 92, 45, 76, 81, 72, 35]
473	[18, 8, 6, 27, 30]
474	[66, 59, 62, 11, 7, 45, 79, 12]
475	[22, 11]
476	[28, 50, 24, 72, 48, 57, 54]
477	[36, 26, 34, 49, 48, 31, 6, 66, 82]
478	[18, 59, 62, 56, 58, 44]
479	[10, 34, 33]
480	[22, 21, 38, 11]
481	[22, 5, 11]
482	[15, 26, 38, 13, 20]
483	[31, 34, 48, 29, 3]
484	[19, 45, 21, 14, 51]
485	[15, 25, 18]
486	[7, 26, 39, 20]
487	[17, 39, 18, 13, 44]
488	[12, 5, 22]
489	[17, 25, 7]
490	[14, 13]
491	[115, 20, 117, 28, 27, 17, 61, 7, 99, 66, 51, 68]
492	[13, 5]
493	[31, 8, 22, 51, 45]
494	[22, 96, 104, 48, 52, 24, 46, 68, 66, 16]
495	[107, 47, 98, 22, 75, 95, 96, 103, 108, 123, 78, 29]
496	[30, 3, 4, 63, 51, 5]
497	[3, 4, 15]
498	[2, 17]
499	[92, 80, 102, 83, 30, 101, 39, 75, 116, 79, 121, 6]
500	[31, 29, 20, 10, 46]
501	[11, 15, 16, 37]
502	[42, 7, 3, 40]
503	[53, 5, 17, 25, 20]
504	[49, 54, 32, 77, 70, 48, 52, 107, 105, 80, 109, 64]
505	[45, 27, 31, 19, 21]
506	[23, 21, 24, 18, 36]
507	[25, 33, 7, 29]
508	[39, 24, 23, 31, 26, 30]
509	[3, 47, 13, 34, 35, 17]
510	[42, 11, 29, 57, 13, 34]
511	[17, 27, 15]
512	[6, 7, 25]
513	[69, 116, 70, 19, 24, 117, 41, 108, 42, 87, 71, 50]
514	[16, 12, 21]
515	[30, 50, 38, 10, 16]
516	[3, 39, 5, 15]
517	[72, 53, 108, 96, 39, 95, 42, 109, 48, 64, 119, 41]
518	[29, 59, 16, 23, 48, 4]
519	[31, 6, 15, 22, 44]
520	[11, 14, 18]
521	[85, 71, 84, 89, 70, 49, 18, 29, 97, 50, 102, 101]
522	[54, 60, 45, 34, 57, 25, 23, 28]
523	[3, 22, 12, 15]
524	[26, 25, 33, 23, 36]
525	[55, 42, 52, 25, 43]
526	[19, 11, 15, 23]
527	[45, 29, 10, 24, 11, 44]
528	[32, 45, 13, 33]
529	[25, 67, 51, 50, 60, 55, 56]
530	[38, 31, 7, 26]
531	[28, 25, 4, 3, 43, 10, 26]
532	[50, 57, 4, 14, 29, 8]
533	[17, 5, 31, 47, 21]
534	[8, 16, 17, 19]
535	[106, 26, 10, 9, 40, 89, 15, 20, 76, 72, 91, 28]
536	[9, 11, 18, 19]
537	[69, 98, 73, 102, 67, 77, 39, 29, 75, 19]
538	[46, 66, 9, 45, 61, 58, 60, 8]
539	[58, 22, 52, 105, 100, 101, 19, 11, 110, 97, 106, 99]
540	[49, 5, 7, 16, 29]
541	[57, 102, 80, 6, 81, 56, 10, 98, 44, 13, 105, 79]
542	[2, 6, 20]
543	[21, 17, 8, 25, 6]
544	[120, 53, 119, 103, 111, 84, 83, 52, 37, 40, 32, 64]
545	[24, 4, 3, 2, 55]
546	[28, 68, 6, 5, 83, 42, 50, 67, 27]
547	[32, 29, 10, 2, 37]
548	[9, 8, 7]
549	[28, 19, 16, 2, 18]
550	[6, 12]
551	[31, 15, 30]
552	[25, 6, 48, 32, 22]
553	[46, 30, 27, 38, 44]
554	[30, 29, 40, 28, 41]
555	[5, 13, 7]
556	[76, 71, 78, 33, 11, 69, 28, 120, 21, 77, 68, 13]
557	[71, 90, 96, 70, 97, 46, 52, 15, 55, 118, 50, 57]
558	[25, 89, 30, 83, 51, 99, 101, 27, 57, 52, 82, 86]
559	[3, 21, 14, 24, 27]
560	[20, 3, 4, 23, 41, 63]
561	[1, 34, 7, 8]
562	[35, 26, 40, 59, 38, 3]
563	[3, 4, 20, 6]
564	[4, 6, 12]
565	[8, 7, 18, 13]
566	[50, 5, 11, 52, 4, 30, 58]
567	[16, 6]
568	[31, 66, 32, 67, 42, 59, 30]
569	[13, 2, 4]
570	[15, 1, 24, 10]
571	[11, 9]
572	[98, 100, 32, 71, 103, 72, 42, 69, 97, 90, 92]
573	[87, 24, 19, 83, 72, 76, 16, 39, 55, 75, 104, 8]
574	[36, 33, 34, 32]
575	[51, 20, 44, 3, 10, 31]
576	[26, 29, 34, 3]
577	[91, 79, 56, 13, 61, 99, 88, 52, 85, 39, 26, 81]
578	[28, 29, 27, 21]
579	[31, 53, 6, 52, 10]
580	[7, 21]
581	[38, 37, 8, 14, 19]
582	[8, 25, 1]
583	[10, 9, 15]
584	[29, 36, 11, 13]
585	[22, 58, 19, 21, 9, 60]
586	[15, 11, 1, 17, 37]
587	[55, 67, 81, 79, 25, 71, 109, 15, 86, 63, 19, 64]
588	[44, 40, 57, 31, 25, 10]
589	[113, 35, 23, 112, 109, 86, 31, 114, 32, 30, 22, 52]
590	[71, 39, 33, 66, 41, 40, 14, 81, 61]
591	[29, 35, 15, 22]
592	[1, 13, 16]
593	[47, 38, 30, 42, 1]
594	[28, 30, 10, 21, 48]
595	[30, 31, 27, 39]
596	[38, 39, 78, 92, 85, 79, 88, 91, 109, 47, 89, 76]
597	[17, 19, 18]
598	[21, 9, 2, 25, 41]
599	[54, 23, 5, 56, 52]
600	[10, 37, 5, 22, 36]
601	[41, 40, 25, 3, 20]
602	[6, 25, 23, 24]
603	[7, 3, 12]
604	[27, 15, 2]
605	[30, 29, 35, 7, 27]
606	[5, 7, 19, 28]
607	[29, 3, 17, 30]
608	[26, 25, 17, 36, 19, 6]
609	[23, 46, 117, 123, 124, 18, 53, 61, 107, 49, 21, 26]
610	[25, 5, 46, 47, 7]
611	[56, 24, 25, 23, 7, 20]
612	[41, 10, 33, 20]
613	[18, 10, 22, 9, 11]
614	[12, 33, 35, 61, 32, 16, 24]
615	[4, 25, 26, 19, 46, 49]
616	[17, 50, 64, 65, 6, 14, 3]
617	[69, 71, 56, 89, 9, 87, 78, 26, 79, 80, 99]
618	[15, 22]
619	[7, 20, 5, 28]
620	[17, 46, 26, 25, 49]
621	[46, 31, 57, 27, 55, 35]
622	[17, 16, 18, 19, 13]
623	[5, 14, 7, 11]
624	[98, 22, 14, 125, 38, 82, 67, 26, 49, 124, 81, 105]
625	[13, 118, 14, 56, 3, 65, 12, 49, 72, 82, 105, 48]
626	[49, 46, 23, 3, 32]
627	[9, 1, 19, 6]
628	[18, 21, 40, 12]
629	[21, 42, 31, 27, 23]
630	[12, 90, 18, 54, 5, 105, 79, 4, 7, 10]
631	[14, 22, 21]
632	[34, 27, 29, 26, 25]
633	[43, 40, 42, 18]
634	[17, 26, 19]
635	[3, 19, 27]
636	[93, 44, 28, 97, 76, 57, 96, 73, 82, 92, 31]
637	[2, 9, 25]
638	[16, 22, 13]
639	[17, 10, 12]
640	[21, 20, 22, 18, 5, 14, 57]
641	[71, 88, 35, 74, 125, 107, 16, 66, 17, 76, 72, 32]
642	[29, 28, 31, 38, 24]
643	[64, 96, 98, 97, 66, 80, 73, 65, 4, 82, 99, 93]
644	[9, 12, 6]
